"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"b994a543e70cfafacf5f92067e37dc63"	"Animalia"	""	""	""	""	""	""
"b9950ffe1496b6ff1fb1f6bc63cc0663"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"b9a39e72e0f40bbcfbebb3b32835c324"	"Animalia"	"Arthropoda"	""	""	""	""	""
"b9a820c1dc74be9b20b3a0d8043d206d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"b9b047f4633a6fd7ede291f2602931f7"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"b9bc76c390435af8de0d8827bd34892d"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"b9bec71a587086a120de32f5217c15cf"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tineidae"	"Opogona"	"Opogona omoscopa"
"b9cbb1ae4798bb047e3eddee9f72238f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"b9d951a1da04724ecabda4f7eccce901"	"Animalia"	"Arthropoda"	""	""	""	""	""
"b9e1227aa1c07e7f8d6d80b168b828b4"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"b9ecdd24b6d10f741b8aba80026e8bda"	"Animalia"	"Arthropoda"	""	""	""	""	""
"ba066140983cb6fce4e58da787b147e2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"ba0d8a16b5f9cc60c6cebaff246e3747"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"ba13ac3a62acd9c3d007a032188515cf"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"ba14269838316123f83aa6470e981363"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	"Hemignathus"	"Hemignathus wilsoni"
"ba2818ef61b3b2134d5e7fbe91a9ecd3"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	""	""	""
"ba37eb6f657e2cc6ddabed3a6c347cb5"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"ba40ed7313a8955f22ee4da59b7fed90"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"ba4ffc622ada5908006ff07d90d74b63"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"ba569f8ff014b09858c40313b4656596"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"ba576d8390b2e50d84117d219dde8d52"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"ba5ee5748f2a021c04797e434786f920"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"ba6b18d7d59ba94422a00e9352387c53"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"ba6c22d94699a8d7886eae9d2a5402c0"	"Animalia"	"Arthropoda"	""	""	""	""	""
"ba721cb1a79c47b0ce691058910275be"	"Animalia"	"Arthropoda"	""	""	""	""	""
"ba85c17b9add5eff4cc6b3d22b9f6e2a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ephydridae"	"Hydrellia"	"Hydrellia tritici"
"ba91824c3d419d8711abc827ece6589c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bab8f5e002428f8cc6a5c483a5d0d7b2"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bac8b86314121e132429b5b719e1af04"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bae4da1f5754ac266b0a58724c1a0199"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bae5ee341ee802c1d516cd87526d7c0b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"baf1c4a0ee554a52ec0f460d8740dad8"	"Animalia"	"Arthropoda"	"Arachnida"	"Trombidiformes"	"Tarsonemidae"	""	""
"bafde13a820c3c5294818f0bb7e9d692"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bb00e8c5e22709fc4c8b628a2747c5ef"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bb03435fb28545c539adb7285fefa3cd"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bb0eceef7be3b0b983c591c2c2e3159d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bb19efb2f2170acf7bd489bf9432b09e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bb40062874493d3ba2dea5ca4f14572c"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bb4ab1acdfe6b661509628b270126c73"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"bb7d91d036e2386640281129b059e20c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bb8abd4a33ade9d4eef34a73d51340f6"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"bb9dd95d77509ce84733f84028e1d1c4"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bbb94d4674d78b3a162f469eb040cb03"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bbcca8863f1ca42a4bf99d983327e7bb"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"bbf8e7098336e99bbb9db10276d21290"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	""	""	""
"bbfa36f46e92338f7c3ffd6d464fc6b1"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bc0ba717b9275bdf1cd8644cf6a0d152"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bc1b11b7e91a577bb7a9398c38c7c8be"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bc2c1a1174aca6067cd7a3b9a1586f4f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bc3866e1f5c3015ecabb6fe53d0c911c"	"Animalia"	"Arthropoda"	"Insecta"	"Odonata"	""	""	""
"bc41dbfcde041efa805e3756480d7a08"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"bc5dd63ed8ac9090589a9026bcf5e38b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bc6ac13bfbb0afa93d7c46120731f23d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bc709358fbf2236bb1261871a1d41881"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"bc7a4a8bf65503e1ba4fc4667f3950dd"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"bc814bcb22e291a42a5d928e10ddf69d"	"Animalia"	""	""	""	""	""	""
"bc8d875d19bfbbd8a527db4a3aaf15a0"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphididae"	"Illinoia"	""
"bc979850645ea15375592a668ba3db70"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bcb1d6e6895f59ff5edd2206a465606f"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphididae"	"Hayhurstia"	"Hayhurstia atriplicis"
"bcc0d2cf9b20bc0585c6edd177c37506"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"bcc1c0d3ca7830dc4e67377c57eceb8f"	"Animalia"	""	""	""	""	""	""
"bcc6d7605547964d6f11ae8c8c038db6"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bcd4eb953095e5ac82e82e65bd9741be"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bcfb73f4414d76be2ef33f296699996b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bcff21e155890486e486b7a340f45e9b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bd013c338f19c3005c071de44cd204d3"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bd0427fc8e97b84112ebd60e6dd4b0a3"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"bd195c2db006c144e7d77b7e090acf3d"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bd2562974acc18d17f0c46669d388fbb"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bd2ae3bba4ea9c82bc780d9e53395b7b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bd2c8f3e23aaaaab4b5c75a6cd41d177"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bd5d606dff5959abedbc2b2503a5c62b"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	"Oreomystis"	"Oreomystis bairdi"
"bd63e43a3cb34907e22cb4807780e808"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Desidae"	"Badumna"	""
"bd9f43a510e1296495f95546010132b2"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bdad8cfedd0c1d07fec801e2e9795ffa"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bdd69a028f150bdaaac6a787f12ce1c5"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bdeeaa088f44b774e6a61d26937da29d"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""
"bdf4552188f37cb8f2e4bb0842873fbb"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"bdff0688842f565c3c79c222f736c919"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"be012a516d0914db1d04b839e129a16c"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Anthribidae"	""	""
"be022baa63dedb4d1f1a473881ca0059"	"Animalia"	"Arthropoda"	""	""	""	""	""
"be089f0b9fa7ccc4f97ea3631f569de2"	"Animalia"	"Arthropoda"	""	""	""	""	""
"be233becc4b90779f83a12e3d1a87e56"	"Animalia"	"Mollusca"	"Gastropoda"	"Stylommatophora"	""	""	""
"be28309a7c36c4f61b14009756e71368"	"Animalia"	"Rotifera"	"Bdelloidea"	""	""	""	""
"be4338461777b0bab64db331cddc6612"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphididae"	"Aulacorthum"	"Aulacorthum solani"
"be4f2b5fb6b814d34b7d99c2f81786c0"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	""
"be731f11b9c65c7a8e4e0c84b0caa51a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bea593fb053a92014bcde6e7671c4053"	"Animalia"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Tomoceridae"	"Tomocerus"	"Tomocerus minor"
"bea5aa6606d81960ba558b8eb32e1280"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Dryadaulidae"	"Dryadaula"	"Dryadaula terpsichorella"
"beb1da8aa9a2596354adf3059d99515e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bec9aa00799cadd772bbe2a5431b9fa9"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bed9befc4525379083bdae097979d43f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"befb5ffd23b87e02e2e4826abe591e29"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bf2734297469174fd2f8627e96d45cc3"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	"Oreomystis"	"Oreomystis bairdi"
"bf5b9965cc9701ba7ebb2dabe26d822a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bf65d9e825fa9ddfbb461c0a63942db9"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Lygaeidae"	"Neacoryphus"	"Neacoryphus bicrucis"
"bf77e58045d735b8417c2e08872df932"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bf7865bb3513e05424af3c6f3abb31c7"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bf867cab725c3f70beb216404026e289"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"bf891327a95c1ec5eae0a770f96baa53"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bf8e413065aed9cf141ffb61e5e252e1"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"bf935edbce8af2f45f99d9948d60cdc6"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bf9366f6034b238a5b528033434415e6"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"bfa320920d04ea3d7b4c6ea1ff6a6e2b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bfa4ace91646054e614f3e8c2d8148a6"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bfb0715d1da62711671376324503844c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bfba25988b99e3d979ba40db4f17a5ee"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"bfc4512077779425fb5c2fb784f6f206"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphididae"	""	""
"bfd8646637e6dbacfc1931f2b2dda234"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"bfdab33b905222468b10e5ce51a6a821"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bfe02932193bf242c55982d8fad7a62a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"bffe16908b02ddabc59246d603469e38"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c007c3c721eae1d20e146f8298f1f48d"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c00cedfa221b43cff8b77713e526b7a9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c024e165a0e814e71047037bada3b16d"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c03320000eadc86d82bc10ffc7f8c1a9"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"c03a8bd1d502446daf42538977d1d67b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c04a78e531b74beb402c53e1c7746be6"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c055f7844962adfbe066a81701ee92a2"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c05aaae85768c3c0879c72a228167641"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c05d97f9fed07eed08ebfc1886f3e153"	"Animalia"	"Arthropoda"	"Arachnida"	"Sarcoptiformes"	""	""	""
"c06d1ff4582c2e1ca6890f9beb5e6a32"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c073d7662a77d7e1220040ab30601c5e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"c078bb44ecd9e15cd5409758577399c0"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"c095b3a45387634a16ca1441e34fc200"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Crambidae"	"Uresiphita"	"Uresiphita polygonalis"
"c09c79ed51bde93d410e63b0112aaa13"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tineidae"	"Opogona"	"Opogona omoscopa"
"c0ba69c62a0b237adcd02846236e3d5d"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c0bc7d46b4c2b6e66d251e867c9f871a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c0c340d936c98e035eb4f785ae127911"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"c0cb032bafd3ebf5967c8e6564ba064d"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	""
"c0d5ec28e229e7448bf82b4313894150"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c110a7fc2ff4e95b049c435188e16980"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c1151d9131d602df0c3fa52a97b36757"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c11ce64cceb9d735fdf61555d7cc889e"	"Animalia"	"Arthropoda"	"Insecta"	"Neuroptera"	""	""	""
"c126e24f70226aab204d69a694f4ac8d"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c12977971f07b29b385fd07b67c75bed"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c1383d3fdf12f215a893bc426c9847ef"	"Animalia"	"Arthropoda"	"Arachnida"	""	""	""	""
"c1391d75553161c8622667ecc89c5149"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Erebidae"	"Ascalapha"	"Ascalapha odorata"
"c157fb1ecf0146f4f2cc5728c7bf032d"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Psychodidae"	""	""
"c15c6b308065598dc72dd60f4407caf7"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c182ed1dc1cd5aa22195110d370a4b97"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c195304bf99b63a0407b6e15718811d8"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c195b4ff63520295ad86dc701da9f735"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"c1b05e4d3ef7529ffd087d496885f466"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c1c46bcf3067d90af80f5c21ee45d602"	"Animalia"	"Arthropoda"	"Insecta"	"Neuroptera"	""	""	""
"c1e825950eea19e58fe36ebd172124ec"	"Animalia"	"Rotifera"	"Bdelloidea"	"Adinetida"	"Adinetidae"	"Adineta"	"Adineta vaga"
"c222791cb0a58ab806a9a51604269043"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""
"c22d6883c0d0af86af6b27b4f69a295c"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c22d6cd35c55d0ec41a88c2313fc7a43"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c234ba85f122e6b94c5c1b5875e74934"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c23d641797989be79cec445076d6b1aa"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c2440c2ded56466a84d0a7b6f8783d90"	"Animalia"	""	""	""	""	""	""
"c249a6fbf042b8b98fad82d13c0f0ab4"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c25a531b0b37aec9277001e1355d9497"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c26e449054275b64f9f856e4d860cf37"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Psyllidae"	""	""
"c272865837d2bf740aab064ffea447e1"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c27c3c1dbd08939a07397b152deef5f2"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c2814566191097b093012bfea3886286"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c28f4a60aa8c291452afced16d673ff1"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c29f8ffedb0eaea77fd4b3d215cf2d0f"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c2a39d026c6f4082852b1a3faab33f96"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"c2a78edb1becae898d5f3be032fffbd1"	"Animalia"	"Rotifera"	"Bdelloidea"	"Bdelloidea_order_incertae_sedis"	"Philodinidae"	""	""
"c2b74577a5196d1309a7ff1a8d19a9ef"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c2b745e728f87c163048d87e7e8e5e00"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"c2bad28671578068b94a01ed80c64f8a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c2bdfe52d40b45f8015b00766917e927"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c2c1ea40829d2dc68987fcbcc4a0e8bf"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c2ccbe8530c3d9377a7b1e2af2d629a3"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c2dc36027ae17b12e01d4bc75ea01f05"	"Animalia"	""	""	""	""	""	""
"c2ded7d51e61709ed5b2584a6128f5dc"	"Animalia"	"Arthropoda"	"Insecta"	"Neuroptera"	""	""	""
"c2e5842cd4d4c49c6012ede778f353a0"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"c2e6484da6e4d5d98f002deb60e201b4"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c2f27bf2f2c93ef408ac0751bd7b3a65"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c2f7dd70118011421bb2de1eba06a1e5"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c30c69ac7cd4a56e881969e5b30aec6e"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""
"c311d3a396680d9990d6f541d1b2e0a2"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphididae"	""	""
"c325739277eca0d66c3cec8398d31475"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c3488bf54dca7bf8adbc783798f93339"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	""	""	""
"c36425920b4255b00e9f8cc691d50805"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c39db44529f808d50e8f566521881188"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"c3a0605f361df6aabd35ab434c955836"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	""	""
"c3ada640bcfd40d1a22f257d47f12345"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"c3aed090e965b7e37ee069c774283b6e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c3b5261ffe7ea4d0152e6b66e770a7bb"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c3d3ca6b88051edd4ca64f319d0531a7"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c3dc09290faed12fd419cafa8539d203"	"Animalia"	""	""	""	""	""	""
"c3e7c65d4066a521f5c3c3d8abf6ba29"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"c3eb43d9d4b4f36f12314f6231820755"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c3eb870f344f39c8c38c3091d4acadfa"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c3ff3b3c198f804f1b53c4a70199014c"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c40845f1b4f71abc056d089c4cf57b9a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c40ef20ea8e17b12a82a079c294c1bcf"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c40fb098f146321234bc8ead5efa62c6"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c41de6e2602e0508813794a82b3d7817"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""
"c42eef754bc41f30d3b89cc202686930"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c433c9da0594229dbb46d0c04984ca93"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c4344c704bf33db499598f1f0ad072d0"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c43acb31e58079c6380fcda2d6a430ac"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c43efa9494f1524cc9e4da53ed02cb00"	"Animalia"	"Arthropoda"	"Malacostraca"	"Amphipoda"	""	""	""
"c46ad6938b42bc213a593e68610c8e7d"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c480e6589b28b42ce4de56ac43f0a71d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c48cd5c0da611f9e11c1688d9cb14b60"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c4aa1078a5881e0d60bdf79374fe8984"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c4bb57ff7e45247b0f769e318a9b1117"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c4c7675b800bc4356dec80ac317e5d00"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c4d26dc93a4cd65d094ba96f5f1420ef"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c4d4b654dc096b527c1ccff239178365"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c4f2a5becc5f7fbe7cc68fe4cf1b1038"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c4f6d9bae52e11d05c7e3ef0b474ba97"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c501c2e5676fa0aab1d19fd940117a98"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c50edbfee3b273beff5d10aba9f764e9"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"c50f9356312206d19b11edb39758e6ac"	"Animalia"	""	""	""	""	""	""
"c51b8964d49fd1aecabab1b4163dd415"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c523ac7cea3e0faca59d6a0ac2b74512"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c53892ad15a53c90deaaa4ed49d79a42"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"c56bffa418c9b8fdc16a58967fa3a043"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c57c9ec2026dfac4b139762807cc02da"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c58277568a22d46b8327567586020960"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c588f108137792acb4c8a6a4bb25ffc0"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c5a463ebdc05398d492de61276b499c2"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphididae"	""	""
"c5b6bf699d26a1ee04cd08290b391a57"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Lycaenidae"	""	""
"c5ddcf815d11937bc75e9e61710d1ab1"	"Animalia"	""	""	""	""	""	""
"c602c5797869b07d23cb24a356de8ee4"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c60933d28b3c46eb135c8782fe385030"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c6129a44c5901209764168860bcbf91a"	"Animalia"	""	""	""	""	""	""
"c616eccbb9af692d09636966e90f0d5f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c6479040da35da3bfe3989688675c245"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c65875412b9b50142efdc576e6ea283a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c662a3bd624f0503850a9598c3a71f2f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c67dc250b0eb8e4cd20c1e65e848a829"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Ambiguous_taxa"	"Ambiguous_taxa"	"Ambiguous_taxa"
"c697a90e77959e1f1a9d457799c7ea96"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Psyllidae"	""	""
"c69d083f90b442428aca3094c9584971"	"Animalia"	"Rotifera"	"Bdelloidea"	""	""	""	""
"c69fe310da89a371c1fb616f3b31af48"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"c6b5bc3d8f1bb89f24e72b622bd6a71c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"c6bc13f8859754238070777530bb9dd9"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
